event_id,timestamp,event_type,severity,source_system,action_taken,username,source_ip,destination_ip,risk_score,status,details,date,hour
EVT-000499,2025-12-07T16:31:08.982152,ids_alert,low,database_audit,allowed,user_3907,192.168.61.25,128.111.106.9,29,open,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 959087}",2025-12-07,16
EVT-000500,2025-12-08T17:34:25.982152,login_attempt,medium,authentication_server,logged,user_2997,192.168.206.36,203.102.158.0,61,resolved,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 765864}",2025-12-08,17
EVT-000501,2025-12-08T06:48:56.982152,network_connection,low,web_gateway,blocked,user_3511,192.168.200.27,6.52.43.177,34,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 657385}",2025-12-08,6
EVT-000502,2025-12-09T23:41:28.982152,ids_alert,high,authentication_server,blocked,user_4182,192.168.84.228,217.126.64.43,70,open,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 138815}",2025-12-09,23
EVT-000503,2025-12-09T08:14:24.982152,login_failure,info,network_monitor,quarantined,user_2887,192.168.84.205,3.66.105.178,9,open,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 694716}",2025-12-09,8
EVT-000504,2025-12-06T15:30:38.982152,privilege_escalation,critical,network_monitor,allowed,user_5190,192.168.116.24,223.134.108.216,96,investigating,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 520954}",2025-12-06,15
EVT-000505,2025-12-09T22:38:52.982152,login_success,low,web_gateway,allowed,user_4459,192.168.58.55,125.138.147.225,38,investigating,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 610104}",2025-12-09,22
EVT-000506,2025-12-05T19:59:21.982152,vulnerability_scan,medium,firewall,allowed,user_8753,192.168.19.84,177.147.36.43,66,false_positive,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 827769}",2025-12-05,19
EVT-000507,2025-12-07T10:26:18.982152,privilege_escalation,medium,dlp_system,alerted,user_7011,192.168.116.25,171.213.253.74,68,false_positive,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 432264}",2025-12-07,10
EVT-000508,2025-12-07T18:53:56.982152,privilege_escalation,critical,email_gateway,alerted,user_7826,192.168.22.13,175.146.146.25,90,false_positive,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 281130}",2025-12-07,18
EVT-000509,2025-12-05T21:43:47.982152,login_attempt,critical,endpoint_protection,blocked,user_1093,192.168.228.253,206.15.199.205,50,open,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 693281}",2025-12-05,21
EVT-000510,2025-12-08T10:18:23.982152,ids_alert,info,database_audit,blocked,user_9665,199.121.124.204,146.124.122.90,1,investigating,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 291018}",2025-12-08,10
EVT-000511,2025-12-07T04:53:51.982152,vulnerability_scan,info,database_audit,quarantined,user_8542,192.168.221.114,20.57.0.52,0,resolved,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 557314}",2025-12-07,4
EVT-000512,2025-12-06T18:41:30.982152,file_access,high,ids,alerted,user_6432,192.168.120.22,47.51.146.101,85,open,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 14474}",2025-12-06,18
EVT-000513,2025-12-09T12:00:55.982152,login_success,low,endpoint_protection,blocked,amygonzales@example.org,192.168.205.150,192.27.88.254,26,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 429285}",2025-12-09,12
EVT-000514,2025-12-08T20:19:53.982152,firewall_block,info,database_audit,allowed,user_1627,192.168.80.68,34.230.151.60,6,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 286164}",2025-12-08,20
EVT-000515,2025-12-12T04:41:12.982152,login_success,medium,authentication_server,logged,user_8377,192.67.71.116,92.243.109.233,42,resolved,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 808473}",2025-12-12,4
EVT-000516,2025-12-09T20:07:14.982152,vulnerability_scan,medium,endpoint_protection,quarantined,user_7938,186.9.69.144,,42,resolved,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 340948}",2025-12-09,20
EVT-000517,2025-12-08T07:39:22.982152,network_connection,low,ids,alerted,user_1208,218.225.71.238,220.191.7.251,21,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 242016}",2025-12-08,7
EVT-000518,2025-12-06T22:00:47.982152,file_access,medium,email_gateway,logged,user_1981,162.45.17.137,37.192.93.229,46,investigating,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 851148}",2025-12-06,22
EVT-000519,2025-12-09T12:21:36.982152,ids_alert,critical,ids,allowed,user_9102,192.168.77.43,101.157.240.28,96,open,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 140462}",2025-12-09,12
EVT-000520,2025-12-10T15:41:09.982152,suspicious_activity,critical,ids,blocked,user_7811,192.168.191.43,55.134.36.108,93,,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 505023}",2025-12-10,15
EVT-000521,2025-12-05T23:02:17.982152,data_exfiltration_attempt,high,email_gateway,alerted,user_3209,192.168.227.189,107.4.124.13,70,open,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 777356}",2025-12-05,23
EVT-000522,2026-01-16T14:50:04.108937,file_access,critical,firewall,blocked,user_6308,112.63.206.24,63.37.141.103,99,false_positive,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 281083}",2026-01-16,14
EVT-000523,2025-12-10T08:16:23.982152,file_access,critical,firewall,alerted,user_9332,57.33.216.238,217.23.26.16,92,open,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 628893}",2025-12-10,8
EVT-000524,2025-12-06T09:15:52.982152,privilege_escalation,low,ids,alerted,user_9071,30.138.60.86,69.62.208.178,37,false_positive,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 351275}",2025-12-06,9
EVT-000525,2025-12-12T10:44:16.982152,firewall_block,high,endpoint_protection,alerted,user_6422,219.68.9.20,157.249.241.197,72,investigating,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 747086}",2025-12-12,10
,2025-12-08T04:50:09.982152,data_exfiltration_attempt,low,database_audit,logged,user_2818,192.168.198.236,143.107.196.103,21,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 903237}",2025-12-08,4
EVT-000527,2025-12-06T23:59:55.982152,login_attempt,medium,database_audit,logged,user_9744,212.201.129.232,158.118.122.15,63,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 252329}",2025-12-06,23
EVT-000528,2025-12-09T07:27:44.982152,login_success,medium,dlp_system,logged,user_2760,192.168.248.4,217.219.97.226,60,investigating,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 930908}",2025-12-09,7
EVT-000529,2025-12-10T13:48:21.982152,privilege_escalation,medium,database_audit,quarantined,user_4676,36.4.20.131,158.8.179.68,62,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 89038}",2025-12-10,13
EVT-000530,2025-12-07T11:57:30.982152,file_access,critical,dlp_system,allowed,user_8930,192.168.203.117,64.46.157.197,91,open,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 238666}",2025-12-07,11
EVT-000531,2025-12-06T23:16:57.982152,malware_detected,critical,web_gateway,logged,user_7824,192.168.250.111,87.214.96.37,95,false_positive,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 859645}",2025-12-06,23
EVT-000532,2025-12-07T20:21:26.982152,login_attempt,medium,network_monitor,quarantined,user_1336,210.87.117.146,200.140.177.72,61,resolved,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 973468}",2025-12-07,20
EVT-000533,2025-12-05T19:46:10.982152,login_attempt,info,network_monitor,quarantined,user_6077,105.166.197.32,36.223.28.96,8,investigating,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 481851}",2025-12-05,19
EVT-000534,2025-12-05T20:38:51.982152,login_success,medium,firewall,alerted,user_8907,192.168.182.81,179.39.15.230,69,open,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 224076}",2025-12-05,20
EVT-000535,2025-12-06T11:34:31.982152,login_success,info,web_gateway,allowed,user_5141,192.168.32.64,,6,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 598324}",2025-12-06,11
EVT-000536,2025-12-08T02:21:37.982152,vulnerability_scan,low,database_audit,quarantined,user_3865,192.168.153.160,120.110.161.207,26,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 418931}",2025-12-08,2
EVT-000537,2025-12-07T18:13:06.982152,file_access,info,network_monitor,alerted,user_2034,192.168.101.219,176.163.222.48,0,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 533516}",2025-12-07,18
EVT-000538,2025-12-08T05:52:58.982152,suspicious_activity,medium,endpoint_protection,blocked,user_1768,192.168.73.144,179.106.32.195,40,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 554836}",2025-12-08,5
EVT-000539,2025-12-11T00:02:47.982152,network_connection,medium,database_audit,allowed,user_5625,155.30.125.102,196.110.112.247,69,investigating,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 229760}",2025-12-11,0
EVT-000540,2025-12-11T11:46:43.982152,login_attempt,high,endpoint_protection,logged,user_8451,192.168.150.86,67.139.24.247,82,open,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 236081}",2025-12-11,11
EVT-000541,2025-12-12T10:40:37.982152,firewall_block,medium,email_gateway,alerted,user_2685,217.63.173.148,43.160.135.138,41,investigating,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 750342}",2025-12-12,10
EVT-000542,2025-12-07T02:25:20.982152,ids_alert,medium,firewall,allowed,user_9523,192.168.232.4,116.179.131.26,3,false_positive,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 77652}",2025-12-07,2
EVT-000543,2025-12-11T06:45:53.982152,data_exfiltration_attempt,medium,ids,logged,user_6099,206.63.102.197,96.125.128.114,64,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 774580}",2025-12-11,6
EVT-000544,2025-12-12T04:39:04.982152,ids_alert,low,email_gateway,allowed,user_2084,192.168.214.220,51.117.99.171,12,open,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 11074}",2025-12-12,4
EVT-000545,2025-12-08T19:13:32.982152,login_attempt,high,endpoint_protection,alerted,user_2580,61.209.94.4,85.47.123.59,72,resolved,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 127735}",2025-12-08,19
EVT-000546,2025-12-07T08:10:27.982152,firewall_block,high,endpoint_protection,alerted,user_5888,192.168.233.58,220.211.189.174,83,open,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 43462}",2025-12-07,8
EVT-000547,2025-12-08T16:21:07.982152,data_exfiltration_attempt,medium,ids,quarantined,user_3450,119.226.231.156,40.135.163.95,64,resolved,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 978744}",2025-12-08,16
EVT-000548,2025-12-06T04:32:25.982152,suspicious_activity,low,dlp_system,quarantined,hannah50@example.net,120.212.213.13,139.14.173.21,18,resolved,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 966185}",2025-12-06,4
EVT-000549,2025-12-07T13:24:01.982152,privilege_escalation,low,email_gateway,logged,user_1767,192.168.199.143,59.252.185.105,25,open,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 467129}",2025-12-07,13
EVT-000550,2025-12-12T03:06:08.982152,vulnerability_scan,info,authentication_server,blocked,user_8399,192.168.77.66,69.25.234.132,2,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 186174}",2025-12-12,3
EVT-000551,2025-12-11T01:17:16.982152,suspicious_activity,info,network_monitor,logged,user_5197,192.168.196.180,,1,investigating,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 47519}",2025-12-11,1
EVT-000552,2025-12-11T09:04:06.982152,firewall_block,low,web_gateway,logged,user_4721,192.168.225.75,213.240.166.133,11,resolved,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 143374}",2025-12-11,9
EVT-000553,2025-12-11T18:09:08.982152,malware_detected,low,dlp_system,logged,user_1136,192.168.246.254,145.188.118.221,28,false_positive,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 851720}",2025-12-11,18
EVT-000554,2025-12-07T08:07:18.982152,file_access,critical,dlp_system,blocked,user_7563,192.168.238.35,36.37.1.74,100,open,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 431102}",2025-12-07,8
EVT-000555,2025-12-11T11:25:30.982152,file_access,medium,authentication_server,alerted,user_5172,192.168.106.163,44.169.154.183,63,open,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 617903}",2025-12-11,11
EVT-000556,2025-12-08T23:19:43.982152,privilege_escalation,critical,authentication_server,blocked,user_1498,57.173.64.201,68.159.88.82,92,false_positive,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 750190}",2025-12-08,23
EVT-000557,2025-12-09T19:15:04.982152,malware_detected,info,network_monitor,quarantined,user_5496,192.168.58.139,93.194.185.97,7,resolved,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 89787}",2025-12-09,19
EVT-000558,2025-12-12T04:21:26.982152,data_exfiltration_attempt,low,ids,logged,user_1365,192.168.169.143,167.249.129.84,31,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 98870}",2025-12-12,4
EVT-000559,2025-12-12T09:58:37.982152,file_access,critical,web_gateway,logged,user_3907,85.243.112.178,150.130.198.12,96,false_positive,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 852082}",2025-12-12,9
EVT-000560,2025-12-06T15:03:10.982152,malware_detected,high,authentication_server,logged,user_2659,192.168.88.91,157.48.184.50,77,false_positive,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 951796}",2025-12-06,15
EVT-000561,2025-12-11T15:35:45.982152,malware_detected,critical,dlp_system,blocked,user_2391,192.168.159.154,,98,open,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 987249}",2025-12-11,15
EVT-000562,2025-12-12T04:15:59.982152,network_connection,medium,email_gateway,alerted,user_7782,192.168.162.94,17.234.39.229,47,open,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 716853}",2025-12-12,4
EVT-000563,2025-12-10T04:07:58.982152,data_exfiltration_attempt,low,database_audit,alerted,user_9657,192.168.216.106,97.30.233.35,28,false_positive,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 230638}",2025-12-10,4
EVT-000564,2025-12-07T05:44:51.982152,vulnerability_scan,low,endpoint_protection,logged,user_3531,33.190.200.170,168.47.146.148,20,investigating,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 209388}",2025-12-07,5
EVT-000565,2025-12-07T00:32:27.982152,vulnerability_scan,info,firewall,blocked,user_4606,192.168.57.223,,6,resolved,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 119936}",2025-12-07,0
EVT-000566,2025-12-06T15:26:17.982152,malware_detected,low,network_monitor,quarantined,user_8767,141.44.239.135,210.43.113.9,32,resolved,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 942982}",2025-12-06,15
EVT-000567,2025-12-11T19:27:33.982152,data_exfiltration_attempt,info,endpoint_protection,logged,user_6812,192.168.99.5,101.95.72.226,0,resolved,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 189109}",2025-12-11,19
EVT-000568,2025-12-12T08:19:16.982152,malware_detected,high,email_gateway,allowed,user_2451,204.196.18.245,132.104.175.41,77,investigating,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 725877}",2025-12-12,8
EVT-000569,2025-12-10T15:36:12.982152,malware_detected,info,database_audit,logged,user_6745,192.168.64.10,191.193.167.64,1,investigating,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 492401}",2025-12-10,15
EVT-000570,2025-12-11T19:27:59.982152,privilege_escalation,info,firewall,logged,user_9998,192.168.238.36,25.61.195.77,5,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 427876}",2025-12-11,19
EVT-000571,2025-12-07T04:05:43.982152,login_attempt,medium,email_gateway,logged,user_6124,180.232.238.201,196.197.33.131,59,open,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 283551}",2025-12-07,4
EVT-000572,2025-12-09T00:34:05.982152,login_success,low,ids,alerted,user_3256,192.168.28.89,156.221.124.125,46,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 347303}",2025-12-09,0
EVT-000573,2025-12-11T18:00:46.982152,network_connection,medium,database_audit,alerted,user_3387,123.246.73.239,97.156.139.252,60,resolved,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 876977}",2025-12-11,18
EVT-000574,2025-12-11T14:44:27.982152,file_access,critical,network_monitor,logged,user_8725,192.168.95.43,39.58.0.60,92,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 341468}",2025-12-11,14
EVT-000575,2025-12-08T07:54:39.982152,suspicious_activity,low,dlp_system,logged,user_5137,192.168.94.121,211.127.164.149,31,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 39506}",2025-12-08,7
EVT-000576,2025-12-05T15:07:36.982152,file_access,critical,authentication_server,alerted,user_2528,192.168.48.142,85.3.195.13,92,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 407121}",2025-12-05,15
EVT-000577,2025-12-08T08:36:24.982152,file_access,critical,network_monitor,alerted,user_4335,192.168.37.97,217.96.78.50,83,,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 441083}",2025-12-08,8
EVT-000578,2025-12-10T17:36:23.982152,network_connection,critical,endpoint_protection,alerted,user_9278,105.52.9.250,203.202.134.231,90,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 55914}",2025-12-10,17
EVT-000579,2025-12-08T09:51:19.982152,file_access,medium,dlp_system,quarantined,user_7757,195.95.99.0,111.113.147.178,41,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 60711}",2025-12-08,9
EVT-000580,2025-12-11T10:34:36.982152,malware_detected,medium,ids,allowed,user_6668,188.201.181.200,,64,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 635465}",2025-12-11,10
EVT-000581,2025-12-08T11:38:02.982152,data_exfiltration_attempt,medium,endpoint_protection,logged,user_8443,192.168.82.239,11.201.19.16,48,investigating,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 520847}",2025-12-08,11
EVT-000582,2025-12-05T22:51:26.982152,vulnerability_scan,high,web_gateway,quarantined,user_3576,192.168.104.36,166.30.209.242,75,false_positive,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 261829}",2025-12-05,22
EVT-000583,2025-12-06T22:28:24.982152,login_failure,high,firewall,allowed,user_4743,192.168.187.227,19.201.105.48,84,false_positive,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 424784}",2025-12-06,22
EVT-000584,2025-12-09T18:55:33.982152,data_exfiltration_attempt,info,web_gateway,quarantined,user_2995,192.168.24.117,3.8.6.28,5,resolved,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 189950}",2025-12-09,18
EVT-000585,2025-12-06T04:36:12.982152,login_success,critical,ids,alerted,marilyn30@example.com,200.37.148.81,159.40.90.71,97,resolved,"{""protocol"": ""UDP"", ""port"": 22, ""bytes_transferred"": 754096}",2025-12-06,4
EVT-000586,2025-12-05T15:43:17.982152,network_connection,info,web_gateway,quarantined,user_2489,192.168.129.153,12.201.235.91,8,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 894379}",2025-12-05,15
EVT-000587,2025-12-12T07:13:55.982152,vulnerability_scan,info,authentication_server,blocked,user_6517,141.75.67.36,46.251.163.89,6,investigating,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 672502}",2025-12-12,7
EVT-000588,2025-12-09T09:06:56.982152,login_failure,medium,dlp_system,allowed,user_3637,170.137.123.209,97.116.198.150,63,resolved,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 516098}",2025-12-09,9
EVT-000589,2025-12-10T20:24:39.982152,suspicious_activity,low,authentication_server,logged,user_6472,192.168.143.204,67.26.59.238,12,false_positive,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 431230}",2025-12-10,20
EVT-000590,2025-12-09T03:55:24.982152,vulnerability_scan,medium,authentication_server,quarantined,user_5219,192.168.150.40,161.229.79.76,63,false_positive,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 99683}",2025-12-09,3
EVT-000591,2025-12-12T11:45:46.982152,ids_alert,critical,ids,blocked,user_2624,104.191.245.143,67.225.131.157,95,resolved,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 55017}",2025-12-12,11
EVT-000592,2025-12-07T06:37:47.982152,login_success,medium,dlp_system,alerted,user_7410,192.168.239.169,31.40.0.116,54,investigating,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 953557}",2025-12-07,6
EVT-000593,2025-12-07T08:04:26.982152,vulnerability_scan,high,endpoint_protection,quarantined,user_8260,74.117.170.86,158.167.108.126,79,open,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 890290}",2025-12-07,8
EVT-000594,2026-04-26T14:50:04.115601,data_exfiltration_attempt,high,firewall,blocked,user_6081,192.168.163.162,111.114.152.205,83,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 854557}",2026-04-26,14
EVT-000595,2025-12-06T04:35:20.982152,vulnerability_scan,medium,firewall,logged,laura54@example.org,192.168.185.200,121.99.81.141,68,false_positive,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 592041}",2025-12-06,4
EVT-000596,2025-12-07T12:33:22.982152,login_success,info,network_monitor,logged,user_6096,93.28.212.221,23.35.208.20,8,investigating,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 200519}",2025-12-07,12
EVT-000597,2025-12-10T05:33:26.982152,login_success,high,ids,allowed,user_4270,192.168.156.127,30.128.126.140,76,investigating,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 943569}",2025-12-10,5
EVT-000598,2025-12-09T04:31:09.982152,privilege_escalation,medium,network_monitor,logged,user_3196,192.168.106.69,52.194.47.52,46,investigating,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 320215}",2025-12-09,4
EVT-000599,2025-12-10T14:33:07.982152,suspicious_activity,info,ids,alerted,user_8489,192.31.195.42,8.20.194.225,5,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 909444}",2025-12-10,14
EVT-000600,2025-12-09T05:24:36.982152,privilege_escalation,medium,dlp_system,logged,user_2314,192.168.92.76,195.219.6.32,46,investigating,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 709078}",2025-12-09,5
EVT-000601,2025-12-08T04:16:48.982152,login_failure,high,ids,logged,user_2968,200.142.245.70,175.255.197.175,89,open,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 990795}",2025-12-08,4
EVT-000602,2025-12-10T12:01:10.982152,firewall_block,high,network_monitor,blocked,user_8000,192.168.20.214,131.109.53.219,85,investigating,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 250551}",2025-12-10,12
EVT-000603,2025-12-08T11:33:40.982152,suspicious_activity,low,network_monitor,allowed,psmith@example.org,192.168.28.82,2.135.250.188,33,open,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 745607}",2025-12-08,11
EVT-000604,2025-12-07T00:05:32.982152,ids_alert,high,database_audit,quarantined,user_2626,192.168.80.166,1.100.21.121,80,open,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 118133}",2025-12-07,0
EVT-000605,2025-12-08T00:03:24.982152,privilege_escalation,critical,email_gateway,quarantined,cramirez@example.com,192.168.207.25,59.103.169.182,97,,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 932334}",2025-12-08,0
EVT-000606,2025-12-07T23:23:39.982152,malware_detected,high,firewall,quarantined,user_4059,192.168.122.111,56.148.26.46,82,resolved,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 445829}",2025-12-07,23
EVT-000607,2025-12-06T22:51:43.982152,login_failure,info,web_gateway,alerted,user_9241,192.168.232.39,202.103.71.98,5,open,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 118686}",2025-12-06,22
EVT-000608,2025-12-08T10:25:51.982152,login_success,low,database_audit,quarantined,user_9911,192.168.224.248,2.221.224.93,12,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 968863}",2025-12-08,10
EVT-000609,2025-12-11T19:07:26.982152,ids_alert,low,firewall,logged,user_3618,192.168.206.127,14.220.236.249,21,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 817685}",2025-12-11,19
EVT-000610,2025-12-08T20:36:49.982152,privilege_escalation,high,dlp_system,alerted,user_5051,192.168.128.39,165.253.138.3,75,resolved,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 568798}",2025-12-08,20
EVT-000611,2025-12-08T14:10:54.982152,firewall_block,medium,database_audit,logged,user_8167,192.168.45.18,11.165.5.104,57,resolved,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 728283}",2025-12-08,14
EVT-000612,2025-12-10T12:11:20.982152,malware_detected,high,email_gateway,blocked,user_7158,192.168.5.17,178.18.0.149,72,investigating,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 133820}",2025-12-10,12
EVT-000613,2025-12-05T15:02:28.982152,firewall_block,high,network_monitor,quarantined,user_6292,192.168.42.25,141.155.223.134,83,investigating,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 777136}",2025-12-05,15
EVT-000614,2025-12-08T13:53:08.982152,ids_alert,critical,web_gateway,allowed,user_3250,192.168.244.127,177.94.187.141,99,open,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 998788}",2025-12-08,13
EVT-000615,2025-12-08T04:39:05.982152,privilege_escalation,medium,firewall,allowed,user_4229,192.168.173.229,218.243.156.98,41,open,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 249864}",2025-12-08,4
EVT-000616,2025-12-12T06:12:48.982152,file_access,high,firewall,blocked,user_9428,192.168.209.110,191.161.45.240,87,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 83782}",2025-12-12,6
